date,review_count,snapshot_date
2021-06-30,7578,"12 September, 2025"
2021-07-31,12523,"12 September, 2025"
2021-08-31,13374,"12 September, 2025"
2021-09-30,13951,"12 September, 2025"
2021-10-31,17033,"12 September, 2025"
2021-11-30,17023,"12 September, 2025"
2021-12-31,15530,"12 September, 2025"
2022-01-31,12731,"12 September, 2025"
2022-02-28,13374,"12 September, 2025"
2022-03-31,17836,"12 September, 2025"
2022-04-30,21921,"12 September, 2025"
2022-05-31,24764,"12 September, 2025"
2022-06-30,25525,"12 September, 2025"
2022-07-31,30070,"12 September, 2025"
2022-08-31,25224,"12 September, 2025"
2022-09-30,25419,"12 September, 2025"
2022-10-31,26794,"12 September, 2025"
2022-11-30,22091,"12 September, 2025"
2022-12-31,19697,"12 September, 2025"
2023-01-31,21986,"12 September, 2025"
2023-02-28,19700,"12 September, 2025"
2023-03-31,24342,"12 September, 2025"
2023-04-30,31597,"12 September, 2025"
2023-05-31,35834,"12 September, 2025"
2023-06-30,39017,"12 September, 2025"
2023-07-31,37283,"12 September, 2025"
2023-08-31,29337,"12 September, 2025"
2023-09-30,35759,"12 September, 2025"
2023-10-31,41345,"12 September, 2025"
2023-11-30,25002,"12 September, 2025"
2023-12-31,24016,"12 September, 2025"
2024-01-31,24828,"12 September, 2025"
2024-02-29,20898,"12 September, 2025"
2024-03-31,32147,"12 September, 2025"
2024-04-30,37405,"12 September, 2025"
2024-05-31,42988,"12 September, 2025"
2024-06-30,45692,"12 September, 2025"
2024-07-31,34365,"12 September, 2025"
2024-08-31,41467,"12 September, 2025"
2024-09-30,43238,"12 September, 2025"
2024-10-31,51309,"12 September, 2025"
2024-11-30,35928,"12 September, 2025"
2024-12-31,37053,"12 September, 2025"
2025-01-31,36159,"12 September, 2025"
2025-02-28,31827,"12 September, 2025"
2025-03-31,43221,"12 September, 2025"
2025-04-30,55079,"12 September, 2025"
2025-05-31,56597,"12 September, 2025"
2025-06-30,71327,"12 September, 2025"
2025-07-31,57706,"12 September, 2025"
2025-08-31,47043,"12 September, 2025"
2025-09-30,12040,"12 September, 2025"
