date,review_count,snapshot_date
2009-06-30,1,"23 September, 2025"
2009-07-31,0,"23 September, 2025"
2009-08-31,0,"23 September, 2025"
2009-09-30,0,"23 September, 2025"
2009-10-31,0,"23 September, 2025"
2009-11-30,0,"23 September, 2025"
2009-12-31,0,"23 September, 2025"
2010-01-31,0,"23 September, 2025"
2010-02-28,1,"23 September, 2025"
2010-03-31,0,"23 September, 2025"
2010-04-30,0,"23 September, 2025"
2010-05-31,0,"23 September, 2025"
2010-06-30,3,"23 September, 2025"
2010-07-31,4,"23 September, 2025"
2010-08-31,5,"23 September, 2025"
2010-09-30,11,"23 September, 2025"
2010-10-31,9,"23 September, 2025"
2010-11-30,10,"23 September, 2025"
2010-12-31,6,"23 September, 2025"
2011-01-31,11,"23 September, 2025"
2011-02-28,7,"23 September, 2025"
2011-03-31,10,"23 September, 2025"
2011-04-30,13,"23 September, 2025"
2011-05-31,15,"23 September, 2025"
2011-06-30,20,"23 September, 2025"
2011-07-31,22,"23 September, 2025"
2011-08-31,13,"23 September, 2025"
2011-09-30,26,"23 September, 2025"
2011-10-31,31,"23 September, 2025"
2011-11-30,23,"23 September, 2025"
2011-12-31,22,"23 September, 2025"
2012-01-31,28,"23 September, 2025"
2012-02-29,27,"23 September, 2025"
2012-03-31,29,"23 September, 2025"
2012-04-30,56,"23 September, 2025"
2012-05-31,75,"23 September, 2025"
2012-06-30,71,"23 September, 2025"
2012-07-31,98,"23 September, 2025"
2012-08-31,91,"23 September, 2025"
2012-09-30,116,"23 September, 2025"
2012-10-31,121,"23 September, 2025"
2012-11-30,86,"23 September, 2025"
2012-12-31,93,"23 September, 2025"
2013-01-31,86,"23 September, 2025"
2013-02-28,63,"23 September, 2025"
2013-03-31,107,"23 September, 2025"
2013-04-30,149,"23 September, 2025"
2013-05-31,211,"23 September, 2025"
2013-06-30,184,"23 September, 2025"
2013-07-31,257,"23 September, 2025"
2013-08-31,270,"23 September, 2025"
2013-09-30,258,"23 September, 2025"
2013-10-31,273,"23 September, 2025"
2013-11-30,208,"23 September, 2025"
2013-12-31,192,"23 September, 2025"
2014-01-31,218,"23 September, 2025"
2014-02-28,183,"23 September, 2025"
2014-03-31,257,"23 September, 2025"
2014-04-30,353,"23 September, 2025"
2014-05-31,439,"23 September, 2025"
2014-06-30,479,"23 September, 2025"
2014-07-31,555,"23 September, 2025"
2014-08-31,561,"23 September, 2025"
2014-09-30,677,"23 September, 2025"
2014-10-31,674,"23 September, 2025"
2014-11-30,557,"23 September, 2025"
2014-12-31,523,"23 September, 2025"
2015-01-31,534,"23 September, 2025"
2015-02-28,495,"23 September, 2025"
2015-03-31,658,"23 September, 2025"
2015-04-30,784,"23 September, 2025"
2015-05-31,1042,"23 September, 2025"
2015-06-30,1156,"23 September, 2025"
2015-07-31,1209,"23 September, 2025"
2015-08-31,1266,"23 September, 2025"
2015-09-30,1431,"23 September, 2025"
2015-10-31,1356,"23 September, 2025"
2015-11-30,1006,"23 September, 2025"
2015-12-31,973,"23 September, 2025"
2016-01-31,1112,"23 September, 2025"
2016-02-29,1090,"23 September, 2025"
2016-03-31,1330,"23 September, 2025"
2016-04-30,1498,"23 September, 2025"
2016-05-31,1797,"23 September, 2025"
2016-06-30,1666,"23 September, 2025"
2016-07-31,1947,"23 September, 2025"
2016-08-31,1891,"23 September, 2025"
2016-09-30,2331,"23 September, 2025"
2016-10-31,1969,"23 September, 2025"
2016-11-30,1581,"23 September, 2025"
2016-12-31,1501,"23 September, 2025"
2017-01-31,1685,"23 September, 2025"
2017-02-28,1533,"23 September, 2025"
2017-03-31,1892,"23 September, 2025"
2017-04-30,2411,"23 September, 2025"
2017-05-31,2751,"23 September, 2025"
2017-06-30,2767,"23 September, 2025"
2017-07-31,3206,"23 September, 2025"
2017-08-31,2875,"23 September, 2025"
2017-09-30,3291,"23 September, 2025"
2017-10-31,3015,"23 September, 2025"
2017-11-30,2029,"23 September, 2025"
2017-12-31,1969,"23 September, 2025"
2018-01-31,2196,"23 September, 2025"
2018-02-28,2153,"23 September, 2025"
2018-03-31,2623,"23 September, 2025"
2018-04-30,3116,"23 September, 2025"
2018-05-31,3719,"23 September, 2025"
2018-06-30,3714,"23 September, 2025"
2018-07-31,4207,"23 September, 2025"
2018-08-31,4277,"23 September, 2025"
2018-09-30,4974,"23 September, 2025"
2018-10-31,4579,"23 September, 2025"
2018-11-30,3670,"23 September, 2025"
2018-12-31,3446,"23 September, 2025"
2019-01-31,3464,"23 September, 2025"
2019-02-28,3436,"23 September, 2025"
2019-03-31,4223,"23 September, 2025"
2019-04-30,4869,"23 September, 2025"
2019-05-31,5373,"23 September, 2025"
2019-06-30,5636,"23 September, 2025"
2019-07-31,5352,"23 September, 2025"
2019-08-31,5358,"23 September, 2025"
2019-09-30,6296,"23 September, 2025"
2019-10-31,5680,"23 September, 2025"
2019-11-30,4615,"23 September, 2025"
2019-12-31,4362,"23 September, 2025"
2020-01-31,4335,"23 September, 2025"
2020-02-29,4422,"23 September, 2025"
2020-03-31,2724,"23 September, 2025"
2020-04-30,309,"23 September, 2025"
2020-05-31,653,"23 September, 2025"
2020-06-30,1630,"23 September, 2025"
2020-07-31,2877,"23 September, 2025"
2020-08-31,4009,"23 September, 2025"
2020-09-30,3102,"23 September, 2025"
2020-10-31,2523,"23 September, 2025"
2020-11-30,1147,"23 September, 2025"
2020-12-31,877,"23 September, 2025"
2021-01-31,766,"23 September, 2025"
2021-02-28,828,"23 September, 2025"
